what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371584289790
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371584319848
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371584324919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584331380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584405958
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1371584408875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584418468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584434422
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371584439896
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371584443576
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371584443813
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371584443919
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1371584447626
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371584449951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371584469304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584471973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584498758
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1371584501590
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371584503436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371584539393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371584543750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584545829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584577856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371584592386
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371584611851
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371584615127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371584627022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584629004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584651726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371584657016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371584657455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371584657828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371584658142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371584658457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371584658808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371584659224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371584671936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371584696906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584699435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584724606
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371584743333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584748076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584778646
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1371584780070
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371584780666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584781717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584784196
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371584785719
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1371584827538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584829442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584831298
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371584834699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371584979017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585080268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585080796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585087258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585087563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585200210
activated,view,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1371585200235
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1371585201405
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371585211871
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1371585214256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585275480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585283223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585347244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371585804648
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371585807787
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371585954843
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371585965952
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371585975167
