what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638062530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638077424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638080266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638097359
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371638097890
started,bundle,org.eclipse.mylyn.java.tasks,3.8.4.v20130429-0100,"org.eclipse.mylyn.java.tasks",1371638098747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1371638099764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638100565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638101768
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1371638101927
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1371638101932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638103794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638118958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638119994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638120833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638121202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638143103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638154477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638157788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638166515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638183623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638194586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638226563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638231639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371638265951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638270390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638275770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638295702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638298498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638302803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638302876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638303029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638322388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371638325522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638337071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638346839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638353507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638368229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638389140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638395824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638405089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638406408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638426054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638426870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638428523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638437455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638447373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638448962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638450522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638452084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638453658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638463520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371638486213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638488442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638489412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371638500993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638502586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638503898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638514293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638518833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638526718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638533345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638535386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638545927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638549476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638567364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638570161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638571434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638580333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638582426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638594528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638596473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638597779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638605765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638609540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638623717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638628605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638638715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638648685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638651658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638652321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638664431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638666475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371638670885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638674819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638682043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638693693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371638700947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638704338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638706947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638717613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638724278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638725660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638727234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638738070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638739600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371638746412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638750322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638753186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638765141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371638773602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638776095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371638792599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638794650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638795240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638795575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371638795981
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1371638810339
